FechaHora	Ubicacion	Valor
2021-01-19T03:00:00Z	Matera25l	16.358166666666666
2021-01-19T03:00:00Z	Matera35l	NA
2021-01-19T03:30:00Z	Matera25l	16.342166666666667
2021-01-19T03:30:00Z	Matera35l	NA
2021-01-19T04:00:00Z	Matera25l	16.3245
2021-01-19T04:00:00Z	Matera35l	NA
2021-01-19T04:30:00Z	Matera25l	16.314500000000002
2021-01-19T04:30:00Z	Matera35l	NA
2021-01-19T05:00:00Z	Matera25l	16.313
2021-01-19T05:00:00Z	Matera35l	NA
2021-01-19T05:30:00Z	Matera25l	16.318166666666666
2021-01-19T05:30:00Z	Matera35l	NA
2021-01-19T06:00:00Z	Matera25l	16.332666666666668
2021-01-19T06:00:00Z	Matera35l	NA
2021-01-19T06:30:00Z	Matera25l	16.335666666666665
2021-01-19T06:30:00Z	Matera35l	NA
2021-01-19T07:00:00Z	Matera25l	16.308333333333334
2021-01-19T07:00:00Z	Matera35l	NA
2021-01-19T07:30:00Z	Matera25l	16.348666666666666
2021-01-19T07:30:00Z	Matera35l	NA
2021-01-19T08:00:00Z	Matera25l	16.300333333333334
2021-01-19T08:00:00Z	Matera35l	NA
2021-01-19T08:30:00Z	Matera25l	16.557333333333332
2021-01-19T08:30:00Z	Matera35l	NA
2021-01-19T09:00:00Z	Matera25l	16.903166666666667
2021-01-19T09:00:00Z	Matera35l	NA
2021-01-19T09:30:00Z	Matera25l	17.291666666666668
2021-01-19T09:30:00Z	Matera35l	NA
2021-01-19T10:00:00Z	Matera25l	17.429666666666666
2021-01-19T10:00:00Z	Matera35l	NA
2021-01-19T10:30:00Z	Matera25l	17.5515
2021-01-19T10:30:00Z	Matera35l	NA
2021-01-19T11:00:00Z	Matera25l	17.494833333333332
2021-01-19T11:00:00Z	Matera35l	NA
2021-01-19T11:30:00Z	Matera25l	17.505333333333333
2021-01-19T11:30:00Z	Matera35l	21.680333333333333
2021-01-19T12:00:00Z	Matera25l	17.4385
2021-01-19T12:00:00Z	Matera35l	18.600833333333338
2021-01-19T12:30:00Z	Matera25l	17.472
2021-01-19T12:30:00Z	Matera35l	22.471333333333337
2021-01-19T13:00:00Z	Matera25l	NA
2021-01-19T13:00:00Z	Matera35l	22.6605
2021-01-19T13:30:00Z	Matera25l	NA
2021-01-19T13:30:00Z	Matera35l	22.476833333333335
2021-01-19T14:00:00Z	Matera25l	17.3885
2021-01-19T14:00:00Z	Matera35l	22.71066666666667
2021-01-19T14:30:00Z	Matera25l	17.435333333333332
2021-01-19T14:30:00Z	Matera35l	22.4168
2021-01-19T15:00:00Z	Matera25l	17.044999999999998
2021-01-19T15:00:00Z	Matera35l	21.952
2021-01-19T15:30:00Z	Matera25l	16.810666666666666
2021-01-19T15:30:00Z	Matera35l	22.164
2021-01-19T16:00:00Z	Matera25l	17
2021-01-19T16:00:00Z	Matera35l	22.404333333333337
2021-01-19T16:30:00Z	Matera25l	16.834333333333333
2021-01-19T16:30:00Z	Matera35l	22.060833333333335
2021-01-19T17:00:00Z	Matera25l	16.71666666666667
2021-01-19T17:00:00Z	Matera35l	21.729833333333332
2021-01-19T17:30:00Z	Matera25l	16.5275
2021-01-19T17:30:00Z	Matera35l	21.3085
2021-01-19T18:00:00Z	Matera25l	16.32283333333333
2021-01-19T18:00:00Z	Matera35l	21.341833333333337
2021-01-19T18:30:00Z	Matera25l	16.163666666666668
2021-01-19T18:30:00Z	Matera35l	21.258
2021-01-19T19:00:00Z	Matera25l	16.115333333333332
2021-01-19T19:00:00Z	Matera35l	21.218333333333337
2021-01-19T19:30:00Z	Matera25l	16.095166666666668
2021-01-19T19:30:00Z	Matera35l	21.21366666666667
2021-01-19T20:00:00Z	Matera25l	16.066
2021-01-19T20:00:00Z	Matera35l	21.191000000000003
2021-01-19T20:30:00Z	Matera25l	16.0345
2021-01-19T20:30:00Z	Matera35l	21.1735
2021-01-19T21:00:00Z	Matera25l	16.04
2021-01-19T21:00:00Z	Matera35l	21.197833333333335
2021-01-19T21:30:00Z	Matera25l	16.051333333333332
2021-01-19T21:30:00Z	Matera35l	21.194
2021-01-19T22:00:00Z	Matera25l	16.043
2021-01-19T22:00:00Z	Matera35l	21.197333333333333
2021-01-19T22:30:00Z	Matera25l	16.021166666666666
2021-01-19T22:30:00Z	Matera35l	21.173833333333334
2021-01-19T23:00:00Z	Matera25l	16.013833333333334
2021-01-19T23:00:00Z	Matera35l	21.154333333333337
2021-01-19T23:30:00Z	Matera25l	15.985833333333334
2021-01-19T23:30:00Z	Matera35l	21.118833333333335
2021-01-20T00:00:00Z	Matera25l	15.965166666666669
2021-01-20T00:00:00Z	Matera35l	21.094833333333337
2021-01-20T00:30:00Z	Matera25l	15.945333333333334
2021-01-20T00:30:00Z	Matera35l	21.082
2021-01-20T01:00:00Z	Matera25l	15.940333333333331
2021-01-20T01:00:00Z	Matera35l	21.070166666666665
2021-01-20T01:30:00Z	Matera25l	15.937666666666669
2021-01-20T01:30:00Z	Matera35l	21.074333333333335
2021-01-20T02:00:00Z	Matera25l	15.934166666666666
2021-01-20T02:00:00Z	Matera35l	21.073666666666668
2021-01-20T02:30:00Z	Matera25l	15.928833333333332
2021-01-20T02:30:00Z	Matera35l	21.072833333333335
2021-01-20T03:00:00Z	Matera25l	15.930666666666667
2021-01-20T03:00:00Z	Matera35l	21.085166666666662
2021-01-20T03:30:00Z	Matera25l	15.918
2021-01-20T03:30:00Z	Matera35l	21.074
2021-01-20T04:00:00Z	Matera25l	15.914333333333332
2021-01-20T04:00:00Z	Matera35l	21.066000000000003
2021-01-20T04:30:00Z	Matera25l	15.9152
2021-01-20T04:30:00Z	Matera35l	21.065166666666663
2021-01-20T05:00:00Z	Matera25l	15.914333333333332
2021-01-20T05:00:00Z	Matera35l	21.077666666666666
2021-01-20T05:30:00Z	Matera25l	15.905666666666669
2021-01-20T05:30:00Z	Matera35l	21.071333333333335
2021-01-20T06:00:00Z	Matera25l	15.975
2021-01-20T06:00:00Z	Matera35l	21.141166666666667
2021-01-20T06:30:00Z	Matera25l	16.008
2021-01-20T06:30:00Z	Matera35l	21.208166666666667
2021-01-20T07:00:00Z	Matera25l	16.064833333333333
2021-01-20T07:00:00Z	Matera35l	21.352833333333333
2021-01-20T07:30:00Z	Matera25l	16.140666666666668
2021-01-20T07:30:00Z	Matera35l	21.468
2021-01-20T08:00:00Z	Matera25l	16.3115
2021-01-20T08:00:00Z	Matera35l	21.554666666666662
2021-01-20T08:30:00Z	Matera25l	16.391166666666667
2021-01-20T08:30:00Z	Matera35l	21.4805
2021-01-20T09:00:00Z	Matera25l	16.761166666666668
2021-01-20T09:00:00Z	Matera35l	21.953166666666668
2021-01-20T09:30:00Z	Matera25l	17.1495
2021-01-20T09:30:00Z	Matera35l	22.1702
2021-01-20T10:00:00Z	Matera25l	17.0475
2021-01-20T10:00:00Z	Matera35l	22.304166666666667
2021-01-20T10:30:00Z	Matera25l	16.996166666666667
2021-01-20T10:30:00Z	Matera35l	22.414
2021-01-20T11:00:00Z	Matera25l	16.968
2021-01-20T11:00:00Z	Matera35l	22.505833333333335
2021-01-20T11:30:00Z	Matera25l	17.277833333333334
2021-01-20T11:30:00Z	Matera35l	22.361666666666665
2021-01-20T12:00:00Z	Matera25l	17.106833333333334
2021-01-20T12:00:00Z	Matera35l	22.44
2021-01-20T12:30:00Z	Matera25l	17.192
2021-01-20T12:30:00Z	Matera35l	22.5115
2021-01-20T13:00:00Z	Matera25l	17.12
2021-01-20T13:00:00Z	Matera35l	22.506166666666665
2021-01-20T13:30:00Z	Matera25l	17.2035
2021-01-20T13:30:00Z	Matera35l	22.604
2021-01-20T14:00:00Z	Matera25l	17.293333333333333
2021-01-20T14:00:00Z	Matera35l	22.598
2021-01-20T14:30:00Z	Matera25l	17.361333333333334
2021-01-20T14:30:00Z	Matera35l	22.38733333333333
2021-01-20T15:00:00Z	Matera25l	17.27766666666667
2021-01-20T15:00:00Z	Matera35l	22.22566666666667
2021-01-20T15:30:00Z	Matera25l	17.22
2021-01-20T15:30:00Z	Matera35l	22.147666666666662
2021-01-20T16:00:00Z	Matera25l	17.122500000000002
2021-01-20T16:00:00Z	Matera35l	22.061833333333333
2021-01-20T16:30:00Z	Matera25l	16.936166666666665
2021-01-20T16:30:00Z	Matera35l	21.805833333333332
2021-01-20T17:00:00Z	Matera25l	16.729
2021-01-20T17:00:00Z	Matera35l	21.461833333333335
2021-01-20T17:30:00Z	Matera25l	16.5796
2021-01-20T17:30:00Z	Matera35l	21.174166666666665
2021-01-20T18:00:00Z	Matera25l	16.467
2021-01-20T18:00:00Z	Matera35l	21.11466666666667
2021-01-20T18:30:00Z	Matera25l	16.407333333333334
2021-01-20T18:30:00Z	Matera35l	21.0535
2021-01-20T19:00:00Z	Matera25l	16.321666666666665
2021-01-20T19:00:00Z	Matera35l	20.9825
2021-01-20T19:30:00Z	Matera25l	16.268
2021-01-20T19:30:00Z	Matera35l	20.945666666666668
2021-01-20T20:00:00Z	Matera25l	16.262333333333334
2021-01-20T20:00:00Z	Matera35l	20.933333333333337
2021-01-20T20:30:00Z	Matera25l	16.260666666666665
2021-01-20T20:30:00Z	Matera35l	20.914
2021-01-20T21:00:00Z	Matera25l	16.263666666666666
2021-01-20T21:00:00Z	Matera35l	20.928
2021-01-20T21:30:00Z	Matera25l	16.265
2021-01-20T21:30:00Z	Matera35l	20.931333333333335
2021-01-20T22:00:00Z	Matera25l	16.264333333333333
2021-01-20T22:00:00Z	Matera35l	20.934666666666665
2021-01-20T22:30:00Z	Matera25l	16.273833333333332
2021-01-20T22:30:00Z	Matera35l	20.972166666666663
2021-01-20T23:00:00Z	Matera25l	16.2765
2021-01-20T23:00:00Z	Matera35l	21.000833333333333
2021-01-20T23:30:00Z	Matera25l	16.29266666666667
2021-01-20T23:30:00Z	Matera35l	21.036833333333337
2021-01-21T00:00:00Z	Matera25l	16.285833333333333
2021-01-21T00:00:00Z	Matera35l	21.007166666666667
2021-01-21T00:30:00Z	Matera25l	16.244666666666667
2021-01-21T00:30:00Z	Matera35l	20.925
2021-01-21T01:00:00Z	Matera25l	16.214166666666667
2021-01-21T01:00:00Z	Matera35l	20.873666666666665
2021-01-21T01:30:00Z	Matera25l	16.200666666666667
2021-01-21T01:30:00Z	Matera35l	20.856666666666666
2021-01-21T02:00:00Z	Matera25l	16.183166666666665
2021-01-21T02:00:00Z	Matera35l	20.8295
2021-01-21T02:30:00Z	Matera25l	16.171833333333336
2021-01-21T02:30:00Z	Matera35l	20.816166666666668
2021-01-21T03:00:00Z	Matera25l	16.148333333333333
2021-01-21T03:00:00Z	Matera35l	20.7795
2021-01-21T03:30:00Z	Matera25l	16.1415
2021-01-21T03:30:00Z	Matera35l	20.762166666666666
2021-01-21T04:00:00Z	Matera25l	16.126333333333335
2021-01-21T04:00:00Z	Matera35l	20.766333333333332
2021-01-21T04:30:00Z	Matera25l	16.1348
2021-01-21T04:30:00Z	Matera35l	20.7885
2021-01-21T05:00:00Z	Matera25l	16.135333333333335
2021-01-21T05:00:00Z	Matera35l	20.814833333333333
2021-01-21T05:30:00Z	Matera25l	16.116833333333332
2021-01-21T05:30:00Z	Matera35l	20.785833333333333
2021-01-21T06:00:00Z	Matera25l	16.144333333333332
2021-01-21T06:00:00Z	Matera35l	20.774
2021-01-21T06:30:00Z	Matera25l	16.244
2021-01-21T06:30:00Z	Matera35l	21.494666666666667
2021-01-21T07:00:00Z	Matera25l	16.254166666666666
2021-01-21T07:00:00Z	Matera35l	21.876
2021-01-21T07:30:00Z	Matera25l	16.508333333333333
2021-01-21T07:30:00Z	Matera35l	21.8886
2021-01-21T08:00:00Z	Matera25l	16.58716666666667
2021-01-21T08:00:00Z	Matera35l	21.742333333333335
2021-01-21T08:30:00Z	Matera25l	16.616
2021-01-21T08:30:00Z	Matera35l	21.610666666666667
2021-01-21T09:00:00Z	Matera25l	16.6165
2021-01-21T09:00:00Z	Matera35l	21.767166666666668
2021-01-21T09:30:00Z	Matera25l	16.847666666666665
2021-01-21T09:30:00Z	Matera35l	22.157833333333333
2021-01-21T10:00:00Z	Matera25l	16.942333333333334
2021-01-21T10:00:00Z	Matera35l	22.117166666666662
2021-01-21T10:30:00Z	Matera25l	16.91283333333333
2021-01-21T10:30:00Z	Matera35l	22.263833333333334
2021-01-21T11:00:00Z	Matera25l	17.022000000000002
2021-01-21T11:00:00Z	Matera35l	22.284666666666663
2021-01-21T11:30:00Z	Matera25l	17.1405
2021-01-21T11:30:00Z	Matera35l	22.350833333333338
2021-01-21T12:00:00Z	Matera25l	17.384833333333333
2021-01-21T12:00:00Z	Matera35l	22.6515
2021-01-21T12:30:00Z	Matera25l	17.265333333333334
2021-01-21T12:30:00Z	Matera35l	22.6615
2021-01-21T13:00:00Z	Matera25l	17.261333333333333
2021-01-21T13:00:00Z	Matera35l	22.459666666666667
2021-01-21T13:30:00Z	Matera25l	17.502666666666666
2021-01-21T13:30:00Z	Matera35l	22.750333333333337
2021-01-21T14:00:00Z	Matera25l	17.60183333333333
2021-01-21T14:00:00Z	Matera35l	22.476833333333335
2021-01-21T14:30:00Z	Matera25l	17.585833333333333
2021-01-21T14:30:00Z	Matera35l	22.484
2021-01-21T15:00:00Z	Matera25l	17.345166666666668
2021-01-21T15:00:00Z	Matera35l	22.292166666666667
2021-01-21T15:30:00Z	Matera25l	17.2325
2021-01-21T15:30:00Z	Matera35l	22.009333333333338
2021-01-21T16:00:00Z	Matera25l	16.800333333333334
2021-01-21T16:00:00Z	Matera35l	21.6855
2021-01-21T16:30:00Z	Matera25l	16.6225
2021-01-21T16:30:00Z	Matera35l	21.355
2021-01-21T17:00:00Z	Matera25l	16.494166666666665
2021-01-21T17:00:00Z	Matera35l	21.247666666666667
2021-01-21T17:30:00Z	Matera25l	16.453833333333332
2021-01-21T17:30:00Z	Matera35l	21.196166666666667
2021-01-21T18:00:00Z	Matera25l	16.355333333333334
2021-01-21T18:00:00Z	Matera35l	21.103166666666667
2021-01-21T18:30:00Z	Matera25l	16.28783333333333
2021-01-21T18:30:00Z	Matera35l	20.993666666666662
2021-01-21T19:00:00Z	Matera25l	16.3338
2021-01-21T19:00:00Z	Matera35l	20.933
2021-01-21T19:30:00Z	Matera25l	16.320166666666665
2021-01-21T19:30:00Z	Matera35l	20.9568
2021-01-21T20:00:00Z	Matera25l	16.329
2021-01-21T20:00:00Z	Matera35l	20.970833333333335
2021-01-21T20:30:00Z	Matera25l	16.366166666666665
2021-01-21T20:30:00Z	Matera35l	21.0365
2021-01-21T21:00:00Z	Matera25l	16.380833333333335
2021-01-21T21:00:00Z	Matera35l	21.082833333333333
2021-01-21T21:30:00Z	Matera25l	16.387166666666666
2021-01-21T21:30:00Z	Matera35l	21.0895
2021-01-21T22:00:00Z	Matera25l	16.389499999999998
2021-01-21T22:00:00Z	Matera35l	21.076666666666668
2021-01-21T22:30:00Z	Matera25l	16.4
2021-01-21T22:30:00Z	Matera35l	21.100166666666667
2021-01-21T23:00:00Z	Matera25l	16.3628
2021-01-21T23:00:00Z	Matera35l	21.038666666666668
2021-01-21T23:30:00Z	Matera25l	16.324166666666667
2021-01-21T23:30:00Z	Matera35l	20.970333333333333
2021-01-22T00:00:00Z	Matera25l	16.273666666666667
2021-01-22T00:00:00Z	Matera35l	20.888166666666667
2021-01-22T00:30:00Z	Matera25l	16.21483333333333
2021-01-22T00:30:00Z	Matera35l	20.827
2021-01-22T01:00:00Z	Matera25l	16.1665
2021-01-22T01:00:00Z	Matera35l	20.772166666666667
2021-01-22T01:30:00Z	Matera25l	16.163666666666664
2021-01-22T01:30:00Z	Matera35l	20.783166666666663
2021-01-22T02:00:00Z	Matera25l	16.1525
2021-01-22T02:00:00Z	Matera35l	20.751166666666663
2021-01-22T02:30:00Z	Matera25l	16.135166666666667
2021-01-22T02:30:00Z	Matera35l	20.864333333333335
2021-01-22T03:00:00Z	Matera25l	16.129166666666666
2021-01-22T03:00:00Z	Matera35l	21.424166666666665
2021-01-22T03:30:00Z	Matera25l	16.1115
2021-01-22T03:30:00Z	Matera35l	21.392166666666668
2021-01-22T04:00:00Z	Matera25l	16.101833333333335
2021-01-22T04:00:00Z	Matera35l	21.386166666666668
2021-01-22T04:30:00Z	Matera25l	16.107833333333332
2021-01-22T04:30:00Z	Matera35l	21.404333333333337
2021-01-22T05:00:00Z	Matera25l	16.082
2021-01-22T05:00:00Z	Matera35l	21.407
2021-01-22T05:30:00Z	Matera25l	16.087833333333332
2021-01-22T05:30:00Z	Matera35l	21.420166666666667
2021-01-22T06:00:00Z	Matera25l	16.161166666666666
2021-01-22T06:00:00Z	Matera35l	21.53783333333333
2021-01-22T06:30:00Z	Matera25l	16.271333333333335
2021-01-22T06:30:00Z	Matera35l	21.711666666666662
2021-01-22T07:00:00Z	Matera25l	16.336166666666667
2021-01-22T07:00:00Z	Matera35l	21.8315
2021-01-22T07:30:00Z	Matera25l	16.494666666666667
2021-01-22T07:30:00Z	Matera35l	21.985666666666667
2021-01-22T08:00:00Z	Matera25l	16.5215
2021-01-22T08:00:00Z	Matera35l	22.0296
2021-01-22T08:30:00Z	Matera25l	16.675333333333334
2021-01-22T08:30:00Z	Matera35l	21.983166666666666
2021-01-22T09:00:00Z	Matera25l	16.651833333333332
2021-01-22T09:00:00Z	Matera35l	21.357833333333332
2021-01-22T09:30:00Z	Matera25l	16.781166666666667
2021-01-22T09:30:00Z	Matera35l	21.656
2021-01-22T10:00:00Z	Matera25l	16.888666666666666
2021-01-22T10:00:00Z	Matera35l	21.85183333333333
2021-01-22T10:30:00Z	Matera25l	17.011666666666667
2021-01-22T10:30:00Z	Matera35l	22.007833333333338
2021-01-22T11:00:00Z	Matera25l	16.9645
2021-01-22T11:00:00Z	Matera35l	22.365166666666667
2021-01-22T11:30:00Z	Matera25l	16.97533333333333
2021-01-22T11:30:00Z	Matera35l	22.331666666666667
2021-01-22T12:00:00Z	Matera25l	17.11
2021-01-22T12:00:00Z	Matera35l	22.41616666666667
2021-01-22T12:30:00Z	Matera25l	17.394333333333332
2021-01-22T12:30:00Z	Matera35l	22.545666666666666
2021-01-22T13:00:00Z	Matera25l	17.073833333333333
2021-01-22T13:00:00Z	Matera35l	22.287666666666667
2021-01-22T13:30:00Z	Matera25l	16.944166666666668
2021-01-22T13:30:00Z	Matera35l	22.020333333333333
2021-01-22T14:00:00Z	Matera25l	16.85033333333333
2021-01-22T14:00:00Z	Matera35l	21.8825
2021-01-22T14:30:00Z	Matera25l	17.4835
2021-01-22T14:30:00Z	Matera35l	22.6685
2021-01-22T15:00:00Z	Matera25l	17.056
2021-01-22T15:00:00Z	Matera35l	21.843833333333333
2021-01-22T15:30:00Z	Matera25l	16.855666666666668
2021-01-22T15:30:00Z	Matera35l	22.016
2021-01-22T16:00:00Z	Matera25l	16.740833333333335
2021-01-22T16:00:00Z	Matera35l	21.913
2021-01-22T16:30:00Z	Matera25l	16.60333333333333
2021-01-22T16:30:00Z	Matera35l	21.932333333333332
2021-01-22T17:00:00Z	Matera25l	16.61916666666667
2021-01-22T17:00:00Z	Matera35l	22.011666666666667
2021-01-22T17:30:00Z	Matera25l	16.5188
2021-01-22T17:30:00Z	Matera35l	22.003833333333333
2021-01-22T18:00:00Z	Matera25l	16.4525
2021-01-22T18:00:00Z	Matera35l	21.9636
2021-01-22T18:30:00Z	Matera25l	16.444166666666668
2021-01-22T18:30:00Z	Matera35l	21.8912
2021-01-22T19:00:00Z	Matera25l	16.422166666666666
2021-01-22T19:00:00Z	Matera35l	21.917166666666667
2021-01-22T19:30:00Z	Matera25l	16.397333333333336
2021-01-22T19:30:00Z	Matera35l	21.876333333333335
2021-01-22T20:00:00Z	Matera25l	16.384666666666668
2021-01-22T20:00:00Z	Matera35l	21.850833333333338
2021-01-22T20:30:00Z	Matera25l	16.365333333333332
2021-01-22T20:30:00Z	Matera35l	21.814
2021-01-22T21:00:00Z	Matera25l	16.335833333333333
2021-01-22T21:00:00Z	Matera35l	21.7575
2021-01-22T21:30:00Z	Matera25l	16.316333333333333
2021-01-22T21:30:00Z	Matera35l	21.711666666666662
2021-01-22T22:00:00Z	Matera25l	16.313166666666667
2021-01-22T22:00:00Z	Matera35l	21.710833333333333
2021-01-22T22:30:00Z	Matera25l	16.318666666666665
2021-01-22T22:30:00Z	Matera35l	21.7405
2021-01-22T23:00:00Z	Matera25l	16.336333333333332
2021-01-22T23:00:00Z	Matera35l	21.748333333333335
2021-01-22T23:30:00Z	Matera25l	16.330166666666667
2021-01-22T23:30:00Z	Matera35l	21.754666666666665
2021-01-23T00:00:00Z	Matera25l	16.3245
2021-01-23T00:00:00Z	Matera35l	21.77766666666667
2021-01-23T00:30:00Z	Matera25l	16.345666666666666
2021-01-23T00:30:00Z	Matera35l	21.819666666666667
2021-01-23T01:00:00Z	Matera25l	16.378
2021-01-23T01:00:00Z	Matera35l	21.885833333333338
2021-01-23T01:30:00Z	Matera25l	16.395166666666668
2021-01-23T01:30:00Z	Matera35l	21.9185
2021-01-23T02:00:00Z	Matera25l	16.397833333333335
2021-01-23T02:00:00Z	Matera35l	21.896833333333333
2021-01-23T02:30:00Z	Matera25l	16.395666666666667
2021-01-23T02:30:00Z	Matera35l	21.916666666666668
2021-01-23T03:00:00Z	Matera25l	16.404
2021-01-23T03:00:00Z	Matera35l	21.943833333333338
2021-01-23T03:30:00Z	Matera25l	16.415166666666668
2021-01-23T03:30:00Z	Matera35l	21.969833333333337
2021-01-23T04:00:00Z	Matera25l	16.419333333333334
2021-01-23T04:00:00Z	Matera35l	21.987666666666662
2021-01-23T04:30:00Z	Matera25l	16.418
2021-01-23T04:30:00Z	Matera35l	21.991833333333332
2021-01-23T05:00:00Z	Matera25l	16.398833333333332
2021-01-23T05:00:00Z	Matera35l	21.979666666666667
2021-01-23T05:30:00Z	Matera25l	16.384833333333333
2021-01-23T05:30:00Z	Matera35l	21.956666666666667
2021-01-23T06:00:00Z	Matera25l	16.358666666666668
2021-01-23T06:00:00Z	Matera35l	21.880666666666663
2021-01-23T06:30:00Z	Matera25l	16.400833333333335
2021-01-23T06:30:00Z	Matera35l	21.786166666666663
2021-01-23T07:00:00Z	Matera25l	16.458833333333335
2021-01-23T07:00:00Z	Matera35l	21.859833333333334
2021-01-23T07:30:00Z	Matera25l	16.477166666666665
2021-01-23T07:30:00Z	Matera35l	21.9375
2021-01-23T08:00:00Z	Matera25l	16.446333333333335
2021-01-23T08:00:00Z	Matera35l	22.0255
2021-01-23T08:30:00Z	Matera25l	16.488166666666668
2021-01-23T08:30:00Z	Matera35l	22.16
2021-01-23T09:00:00Z	Matera25l	17.028166666666667
2021-01-23T09:00:00Z	Matera35l	22.225833333333338
2021-01-23T09:30:00Z	Matera25l	17.191
2021-01-23T09:30:00Z	Matera35l	22.30816666666667
2021-01-23T10:00:00Z	Matera25l	17.143333333333334
2021-01-23T10:00:00Z	Matera35l	22.462333333333333
2021-01-23T10:30:00Z	Matera25l	17.203
2021-01-23T10:30:00Z	Matera35l	22.503166666666665
2021-01-23T11:00:00Z	Matera25l	17.063166666666667
2021-01-23T11:00:00Z	Matera35l	22.185333333333332
2021-01-23T11:30:00Z	Matera25l	16.981166666666667
2021-01-23T11:30:00Z	Matera35l	22.1596
2021-01-23T12:00:00Z	Matera25l	16.861666666666665
2021-01-23T12:00:00Z	Matera35l	22.144666666666662
2021-01-23T12:30:00Z	Matera25l	16.855
2021-01-23T12:30:00Z	Matera35l	22.082833333333333
2021-01-23T13:00:00Z	Matera25l	16.868666666666666
2021-01-23T13:00:00Z	Matera35l	22.045166666666667
2021-01-23T13:30:00Z	Matera25l	17.03516666666667
2021-01-23T13:30:00Z	Matera35l	22.356166666666667
2021-01-23T14:00:00Z	Matera25l	16.990333333333332
2021-01-23T14:00:00Z	Matera35l	22.280833333333337
2021-01-23T14:30:00Z	Matera25l	17.130666666666666
2021-01-23T14:30:00Z	Matera35l	22.452
2021-01-23T15:00:00Z	Matera25l	17.4045
2021-01-23T15:00:00Z	Matera35l	22.4235
2021-01-23T15:30:00Z	Matera25l	17.213166666666666
2021-01-23T15:30:00Z	Matera35l	22.374
2021-01-23T16:00:00Z	Matera25l	17.216833333333334
2021-01-23T16:00:00Z	Matera35l	22.156833333333335
2021-01-23T16:30:00Z	Matera25l	16.927500000000002
2021-01-23T16:30:00Z	Matera35l	21.724333333333337
2021-01-23T17:00:00Z	Matera25l	16.5775
2021-01-23T17:00:00Z	Matera35l	21.498333333333335
2021-01-23T17:30:00Z	Matera25l	16.3815
2021-01-23T17:30:00Z	Matera35l	21.343833333333333
2021-01-23T18:00:00Z	Matera25l	16.2705
2021-01-23T18:00:00Z	Matera35l	21.189666666666668
2021-01-23T18:30:00Z	Matera25l	16.221333333333334
2021-01-23T18:30:00Z	Matera35l	21.3875
2021-01-23T19:00:00Z	Matera25l	16.207833333333333
2021-01-23T19:00:00Z	Matera35l	21.624666666666663
2021-01-23T19:30:00Z	Matera25l	16.218
2021-01-23T19:30:00Z	Matera35l	21.640666666666668
2021-01-23T20:00:00Z	Matera25l	16.202833333333334
2021-01-23T20:00:00Z	Matera35l	21.609166666666667
2021-01-23T20:30:00Z	Matera25l	16.181333333333335
2021-01-23T20:30:00Z	Matera35l	21.567
2021-01-23T21:00:00Z	Matera25l	16.162333333333333
